Customer_ID,Customer_Name,Total_Sales,Sales_Rank
TT-21460,Tonja Turnell,10729.615999999996,104
MW-18220,Mitch Webber,10683.8,105
TP-21415,Tom Prescott,10658.009600000001,106
TW-21025,Tamara Willingham,10557.651999999998,107
DW-13480,Dianna Wilson,10543.256000000001,108
MW-18235,Mitch Willingham,10507.752,109
HR-14830,Harold Ryan,10497.574,110
SC-20725,Steven Cartwright,10452.420000000004,111
RP-19390,Resi Pölking,10306.167999999996,112
LR-16915,Lena Radford,10285.783999999998,113
MP-18175,Mike Pelletier,10175.839999999998,114
AA-10645,Anna Andreadi,10173.869999999999,115
IL-15100,Ivan Liston,10081.472000000002,116
KL-16555,Kelly Lampkin,10032.975999999997,117
LB-16795,Laurel Beltran,9971.352,118
DH-13075,Dave Hallsten,9865.743999999997,119
IM-15070,Irene Maddox,9860.948,120
TT-21070,Ted Trevino,9831.204,121
KM-16720,Kunst Miller,9818.943999999998,122
PO-19180,Philisse Overcash,9786.086000000001,123
HK-14890,Heather Kirkland,9755.568,124
AJ-10780,Anthony Jacobs,9734.688,125
JK-15730,Joe Kamberova,9734.399999999998,126
AH-10210,Alan Hwang,9610.687999999996,127
DK-13225,Dean Katz,9604.787999999999,128
RA-19915,Russell Applegate,9587.086000000003,129
SA-20830,Sue Ann Reed,9534.683,130
JK-15640,Jim Kriz,9520.868,131
BW-11110,Bart Watters,9500.716,132
TB-21520,Tracy Blumstein,9474.972000000002,133
GB-14575,Giulietta Baptist,9432.575999999997,134
RB-19465,Rick Bensley,9430.931999999997,135
ES-14080,Erin Smith,9315.847999999998,136
DB-13270,Deborah Brumfield,9311.794,137
KT-16480,Kean Thornton,9284.1768,138
SC-20050,Sample Company A,9249.144000000002,139
EM-14140,Eugene Moren,9176.872,140
DB-13060,Dave Brooks,9063.292,141
AR-10825,Anthony Rawles,9046.672,142
AG-10900,Arthur Gainer,9021.594000000001,143
AJ-10795,Anthony Johnson,9002.782,144
LC-16930,Linda Cazamias,8985.892,145
SC-20770,Stewart Carmichael,8985.313999999998,146
TP-21130,Theone Pippenger,8908.112,147
MC-17425,Mark Cousins,8864.276,148
JK-15205,Jamie Kunitz,8854.283999999998,149
KW-16435,Katrina Willman,8833.039999999999,150
BD-11500,Bradley Drucker,8822.485999999999,151
AI-10855,Arianne Irving,8751.572,152
SC-20230,Scot Coram,8743.916000000001,153
EB-13840,Ellis Ballard,8716.256,154
GZ-14470,Gary Zandusky,8710.3,155
SR-20740,Steven Roelle,8691.772,156
ND-18370,Natalie DeCherney,8652.277999999998,157
MA-17560,Matt Abelman,8598.322000000004,158
SP-20860,Sung Pak,8565.880000000001,159
DK-12895,Dana Kaydos,8564.352,160
RD-19480,Rick Duston,8545.859999999999,161
TC-21295,Toby Carlisle,8533.624000000002,162
AS-10225,Alan Schoenberger,8521.568,163
FH-14275,Frank Hawley,8512.543999999998,164
CB-12535,Claudia Bergmann,8492.911000000002,165
TH-21550,Tracy Hopkins,8468.192,166
BE-11335,Bill Eplett,8409.351999999999,167
JF-15565,Jill Fjeld,8396.663999999999,168
GH-14425,Gary Hwang,8345.692,169
RS-19765,Roland Schwarz,8319.539999999999,170
MY-18295,Muhammed Yedwab,8305.392000000003,171
PM-19135,Peter McVee,8231.323999999999,172
SV-20785,Stewart Visinsky,8210.609999999997,173
DM-13345,Denise Monton,8148.943999999999,174
FP-14320,Frank Preis,8093.491999999999,175
SP-20920,Susan Pistek,7981.378000000002,176
CM-12715,Craig Molinari,7968.9048,177
MP-17965,Michael Paige,7967.284,178
SC-20305,Sean Christensen,7958.130000000002,179
SJ-20125,Sanjit Jacobs,7899.312,180
LF-17185,Luke Foster,7861.018,181
PW-19240,Pierre Wener,7844.830000000001,182
GA-14515,George Ashbrook,7839.552,183
KH-16630,Ken Heidel,7837.932,184
CC-12220,Chris Cortes,7826.836,185
DB-13555,Dorothy Badders,7817.605600000001,186
NP-18670,Nora Paige,7816.804,187
KC-16540,Kelly Collister,7816.523999999999,188
FC-14335,Fred Chung,7778.732000000001,189
BS-11380,Bill Stewart,7775.667999999998,190
JS-15880,John Stevenson,7736.040000000001,191
RA-19885,Ruben Ausman,7664.628000000001,192
AT-10735,Annie Thurman,7663.727999999999,193
OT-18730,Olvera Toch,7637.248,194
RO-19780,Rose O'Brian,7630.956,195
MC-17845,Michael Chen,7611.428000000002,196
MM-17920,Michael Moore,7588.16,197
CA-11965,Carol Adams,7579.445600000001,198
MG-17650,Matthew Grinstein,7570.552000000001,199
MD-17350,Maribeth Dona,7532.764000000001,200
JK-15625,Jim Karlsson,7520.0560000000005,201
JK-16090,Juliana Krohn,7495.336,202
FM-14290,Frank Merwin,7472.395999999999,203
SC-20260,Scott Cohen,7459.585999999999,204
HG-15025,Hunter Glantz,7380.568,205
BP-11185,Ben Peterman,7351.721999999999,206
LP-17095,Liz Preis,7306.798000000001,207
CS-12400,Christopher Schild,7303.717,208
EB-13705,Ed Braxton,7289.956000000001,209
JP-15520,Jeremy Pistek,7271.188000000001,210
SZ-20035,Sam Zeldin,7250.658000000001,211
RH-19495,Rick Hansen,7242.7519999999995,212
TB-21175,Thomas Boland,7178.591999999999,213
GM-14440,Gary McGarr,7165.640000000001,214
DL-13495,Dionis Lloyd,7078.644,215
ES-14020,Erica Smith,7020.916,216
RW-19690,Robert Waldorf,6991.292,217
AG-10675,Anna Gayman,6978.0792,218
ED-13885,Emily Ducich,6969.839999999999,219
PW-19030,Pauline Webber,6909.832000000001,220
SF-20200,Sarah Foster,6845.572,221
FC-14245,Frank Carlisle,6837.484000000002,222
SH-19975,Sally Hughsby,6813.678999999999,223
SG-20080,Sandra Glassco,6813.162,224
TS-21655,Trudy Schmidt,6736.187999999999,225
SC-20020,Sam Craven,6725.927200000001,226
VP-21760,Victoria Pisteka,6721.052000000001,227
DJ-13630,Doug Jacobs,6712.795999999999,228
DV-13465,Dianna Vittorini,6683.174000000001,229
SF-20965,Sylvia Foulston,6673.07,230
DC-12850,Dan Campbell,6672.336000000001,231
AP-10915,Arthur Prichep,6647.112000000002,232
DK-13375,Dennis Kane,6636.972,233
KH-16330,Katharine Harms,6625.728,234
RF-19345,Randy Ferguson,6618.3,235
RR-19525,Rick Reed,6604.524,236
BD-11605,Brian Dahlen,6576.941999999999,237
BS-11665,Brian Stugart,6576.219999999999,238
RW-19630,Rob Williams,6559.491999999999,239
DL-12925,Daniel Lacy,6544.399999999999,240
DK-12835,Damala Kotsonis,6512.960000000001,241
AS-10090,Adam Shillingsburg,6510.62,242
JO-15145,Jack O'Briant,6509.898000000002,243
AH-10075,Adam Hart,6500.673999999998,244
HG-14965,Henry Goldwyn,6495.283999999999,245
LC-16960,Lindsay Castell,6493.252000000001,246
CT-11995,Carol Triggs,6483.796000000001,247
EB-13750,Edward Becker,6472.627999999998,248
SR-20425,Sharelle Roach,6466.9619999999995,249
LW-16990,Lindsay Williams,6460.616,250
RS-19420,Ricardo Sperren,6442.579999999999,251
AS-10285,Alejandro Savely,6428.472,252
MP-17470,Mark Packer,6412.264000000001,253
CS-12355,Christine Sundaresam,6404.3240000000005,254
BT-11680,Brian Thompson,6393.504000000002,255
DG-13300,Deirdre Greer,6391.636,256
JL-15505,Jeremy Lonsdale,6347.748000000002,257
GM-14680,Greg Matthias,6327.2559999999985,258
JM-15250,Janet Martin,6318.244000000001,259
CK-12205,Chloris Kastensmidt,6309.710000000002,260
KB-16240,Karen Bern,6305.2300000000005,261
MS-17770,Maxwell Schwartz,6289.356000000002,262
RD-19900,Ruben Dartt,6267.847999999998,263
TN-21040,Tanja Norvell,6260.441999999999,264
SN-20710,Steve Nguyen,6255.9184000000005,265
SG-20605,Speros Goranitis,6249.663999999999,266
KH-16360,Katherine Hughes,6201.224,267
PG-18820,Patrick Gardner,6173.813999999999,268
EH-14125,Eugene Hildebrand,6165.305999999999,269
GM-14455,Gary Mitchum,6157.2480000000005,270
EB-14110,Eugene Barchas,6142.252,271
MG-18145,Mike Gockenbach,6123.086,272
TG-21310,Toby Gnade,6116.7440000000015,273
KT-16465,Kean Takahito,6114.2,274
SS-20410,Shahid Shariari,6113.614,275
SL-20155,Sara Luxemburg,6106.024000000001,276
AS-10045,Aaron Smayling,6101.383999999999,277
CA-12775,Cynthia Arntzen,6083.131999999999,278
CS-11950,Carlos Soltero,6073.094000000002,279
LS-16975,Lindsay Shagiari,5977.348,280
MH-18025,Michelle Huthwaite,5969.896,281
FA-14230,Frank Atkinson,5968.107999999999,282
DB-13120,David Bremer,5946.188000000001,283
NS-18640,Noel Staavos,5929.6460000000025,284
TM-21010,Tamara Manning,5910.451999999998,285
CK-12325,Christine Kargatis,5890.642,286
TH-21115,Thea Hudgings,5885.544,287
LT-17110,Liz Thompson,5872.504000000001,288
BC-11125,Becky Castell,5867.352000000001,289
JK-16120,Julie Kriz,5864.968000000001,290
SW-20455,Shaun Weien,5843.088,291
ML-17410,Maris LaWare,5842.999999999998,292
RD-19585,Rob Dowd,5825.788,293
CY-12745,Craig Yedwab,5800.052,294
ND-18460,Neil Ducich,5786.91,295
MT-17815,Meg Tillman,5780.277999999998,296
BF-11020,Barry Französisch,5777.012000000001,297
DS-13180,David Smith,5763.625599999998,298
PV-18985,Paul Van Hugh,5752.092000000001,299
IM-15055,Ionia McGrath,5745.26,300
CC-12430,Chuck Clark,5740.099999999999,301
CC-12685,Craig Carroll,5708.2300000000005,302
AW-10930,Arthur Wiediger,5705.935999999999,303
EA-14035,Erin Ashbrook,5693.41,304
LS-16945,Linda Southworth,5690.54,305
DB-12970,Darren Budd,5678.4544,306
JM-16195,Justin MacKendrick,5667.852,307
CV-12295,Christina VanderZanden,5661.256,308
TS-21610,Troy Staebel,5640.847999999999,309
GH-14410,Gary Hansen,5638.934,310
BG-11035,Barry Gonzalez,5597.896,311
TB-21625,Trudy Brown,5595.336,312
RD-19660,Robert Dilbeck,5573.263999999999,313
JC-15775,John Castell,5544.110000000001,314
PF-19165,Philip Fox,5539.999999999999,315
EB-13870,Emily Burns,5534.438,316
CS-12250,Chris Selesnick,5508.432,317
MM-18055,Michelle Moray,5499.762,318
KB-16585,Ken Black,5489.4839999999995,319
LL-16840,Lauren Leatherbury,5482.408,320
MC-17275,Marc Crier,5451.964,321
JL-15850,John Lucas,5450.512,322
ML-17395,Marina Lichtenstein,5445.685999999999,323
JK-15370,Jay Kimmel,5419.264000000001,324
JE-16165,Justin Ellison,5394.496,325
BT-11530,Bradley Talbott,5368.9839999999995,326
BO-11350,Bill Overfelt,5365.456,327
FO-14305,Frank Olsen,5356.876,328
NH-18610,Nicole Hansen,5346.579999999999,329
RB-19435,Richard Bierner,5326.172,330
EJ-14155,Eva Jacobs,5313.382,331
DK-13090,Dave Kipp,5301.114000000001,332
CA-12265,Christina Anderson,5296.5743999999995,333
LC-17140,Logan Currie,5267.163999999999,334
RA-19285,Ralph Arnett,5235.811999999999,335
KN-16390,Katherine Nockton,5234.543999999999,336
SO-20335,Sean O'Donnell,5205.151000000001,337
SU-20665,Stephanie Ulpright,5190.728000000001,338
HA-14920,Helen Andreada,5168.316,339
AG-10270,Alejandro Grove,5165.795999999999,340
LC-16870,Lena Cacioppo,5161.408000000002,341
SC-20695,Steve Chapman,5152.816000000001,342
NS-18505,Neola Schneider,5151.726,343
BT-11305,Beth Thompson,5135.311999999999,344
EM-13810,Eleni McCrary,5134.0199999999995,345
MZ-17515,Mary Zewe,5129.812,346
BS-11755,Bruce Stewart,5124.764000000001,347
DE-13255,Deanra Eno,5101.747999999999,348
CC-12610,Corey Catlett,5081.261999999999,349
AC-10615,Ann Chong,5075.372,350
CM-12160,Charles McCrossin,5066.628,351
HF-14995,Herbert Flentye,5066.328000000003,352
FM-14380,Fred McMath,5046.532,353
JB-16045,Julia Barnett,5036.2300000000005,354
JS-16030,Joy Smith,5032.988,355
DJ-13510,Don Jones,5003.375999999999,356
AH-10465,Amy Hunt,4990.7832,357
PO-18865,Patrick O'Donnell,4986.428000000001,358
NZ-18565,Nick Zandusky,4976.62,359
MN-17935,Michael Nguyen,4955.892,360
BP-11290,Beth Paige,4950.314,361
CC-12145,Charles Crestani,4943.300000000001,362
NC-18340,Nat Carroll,4922.808000000001,363
FM-14215,Filia McAdams,4913.276,364
MH-17455,Mark Hamilton,4912.3640000000005,365
BS-11590,Brendan Sweed,4909.856,366
VM-21685,Valerie Mitchum,4909.731999999999,367
GZ-14545,George Zrebassa,4909.244,368
MA-17995,Michelle Arnett,4906.568,369
BP-11095,Bart Pistole,4884.088,370
MC-17590,Matt Collister,4852.133999999999,371
TH-21100,Thea Hendricks,4845.648,372
MH-17290,Marc Harrigan,4788.05,373
DF-13135,David Flashing,4781.068,374
XP-21865,Xylona Preis,4749.316000000001,375
CK-12595,Clytie Kelty,4745.499999999999,376
JF-15415,Jennifer Ferguson,4742.896,377
CV-12805,Cynthia Voltz,4740.627200000001,378
NR-18550,Nick Radford,4734.554000000001,379
JG-15115,Jack Garza,4717.351999999999,380
AG-10495,Andrew Gjertsen,4713.71,381
CL-12700,Craig Leslie,4707.1720000000005,382
MG-17680,Maureen Gastineau,4700.376,383
RF-19735,Roland Fjeld,4682.592,384
EM-13825,Elizabeth Moffitt,4679.196000000001,385
DB-13210,Dean Braden,4665.1539999999995,386
CM-12235,Chris McAfee,4611.424,387
MK-17905,Michael Kennedy,4604.735999999998,388
LH-16900,Lena Hernandez,4590.664000000001,389
KN-16705,Kristina Nunn,4561.159999999999,390
JF-15190,Jamie Frazer,4559.1720000000005,391
FH-14350,Fred Harton,4542.568,392
CC-12670,Craig Carreira,4539.403,393
BE-11410,Bobby Elias,4522.875999999999,394
KM-16225,Kalyca Meade,4521.916,395
MC-17605,Matt Connell,4516.384,396
JH-16180,Justin Hirsh,4512.7880000000005,397
MY-17380,Maribeth Yedwab,4508.570000000001,398
KD-16615,Ken Dana,4487.0199999999995,399
TS-21505,Tony Sayre,4486.548000000001,400
JG-15310,Jason Gross,4481.16,401
LW-16825,Laurel Workman,4476.122,402
AR-10405,Allen Rosenblatt,4472.255999999999,403
GG-14650,Greg Guthrie,4448,404
NC-18415,Nathan Cano,4437.9800000000005,405
MC-18100,Mick Crebagga,4437.959999999997,406
DP-13105,Dave Poirier,4430.004,407
PF-19225,Phillip Flathmann,4412.255999999999,408
MH-17785,Maya Herman,4407.555999999999,409
JL-15235,Janet Lee,4407.400000000001,410
JR-16210,Justin Ritter,4403.372,411
EN-13780,Edward Nazzal,4398.732,412
TB-21280,Toby Braunhardt,4396.900000000001,413
GW-14605,Giulietta Weimer,4378.0380000000005,414
BT-11395,Bill Tyler,4373.226000000001,415
PS-18760,Pamela Stobb,4362.9580000000005,416
SH-20395,Shahid Hopkins,4361.435999999999,417
KN-16450,Kean Nguyen,4343.924,418
DB-12910,Daniel Byrd,4343.197999999999,419
RP-19855,Roy Phan,4341.431999999999,420
TS-21160,Theresa Swint,4327.2480000000005,421
HA-14905,Helen Abelman,4326.6,422
EJ-13720,Ed Jacobs,4324.347999999999,423
NM-18520,Neoma Murray,4323.958000000001,424
JD-15790,John Dryer,4304.704,425
CR-12580,Clay Rozendal,4297.704,426
DN-13690,Duane Noonan,4279.58,427
KC-16255,Karen Carlisle,4241.908,428
SH-20635,Stefanie Holloman,4192.784,429
LC-17050,Liz Carlisle,4190.1280000000015,430
RH-19600,Rob Haberlin,4171.479999999999,431
TG-21640,Trudy Glocke,4149.322000000001,432
ML-17755,Max Ludwig,4143.828,433
RB-19705,Roger Barcio,4134.9,434
TS-21430,Tom Stivers,4108.28,435
AF-10870,Art Ferguson,4105.816000000001,436
CD-11920,Carlos Daly,4067.9360000000006,437
NF-18595,Nicole Fjeld,4062.944,438
DJ-13420,Denny Joy,4025.0400000000004,439
VB-21745,Victoria Brennan,4011.1919999999996,440
HP-14815,Harold Pawlan,3980.628,441
DB-13615,Doug Bickford,3978.1000000000004,442
PG-18895,Paul Gonzalez,3974.328,443
NB-18655,Nona Balk,3945.198000000001,444
SW-20275,Scott Williamson,3933.3,445
LD-17005,Lisa DeCherney,3923.8680000000004,446
CB-12415,Christy Brittain,3898.4000000000005,447
TP-21565,Tracy Poddar,3873.2799999999997,448
JO-15280,Jas O'Carroll,3868.5439999999994,449
JF-15355,Jay Fein,3823.6880000000006,450
ME-17725,Max Engle,3816.9063999999994,451
SV-20935,Susan Vittorini,3806.982,452
KD-16345,Katherine Ducich,3777.9279999999994,453
GD-14590,Giulietta Dortch,3776.1400000000003,454
SG-20470,Sheri Gordon,3769.596,455
LR-17035,Lisa Ryan,3758.6119999999996,456
SC-20440,Shaun Chance,3749.995999999999,457
BG-11695,Brooke Gillingham,3748.3439999999996,458
SP-20650,Stephanie Phelps,3744.8720000000008,459
NG-18355,Nat Gilpin,3739.1599999999994,460
CD-12790,Cynthia Delaney,3721.4639999999995,461
SN-20560,Skye Norling,3720.836,462
PR-18880,Patrick Ryan,3680.3559999999998,463
AJ-10945,Ashley Jarboe,3678.48,464
PC-18745,Pamela Coakley,3664.1279999999997,465
EG-13900,Emily Grady,3664.04,466
PJ-19015,Pauline Johnson,3648.4680000000003,467
NC-18625,Noah Childs,3643.4840000000004,468
JM-15265,Janet Molinari,3608.292,469
JB-15400,Jennifer Braxton,3583.209999999999,470
AA-10480,Andrew Allen,3581.024,471
CC-12100,Chad Cunningham,3541.89,472
DS-13030,Darrin Sayre,3524.425999999999,473
MF-18250,Monica Federle,3516.6000000000004,474
AH-10030,Aaron Hawkins,3489.3999999999996,475
LH-17155,Logan Haushalter,3479.378,476
BW-11200,Ben Wallace,3476.8120000000013,477
VT-21700,Valerie Takahito,3473.191999999999,478
AH-10120,Adrian Hane,3471.028,479
MV-18190,Mike Vittorini,3469.148,480
JM-15535,Jessica Myrick,3466.8859999999995,481
BE-11455,Brad Eason,3455.3039999999996,482
DB-13405,Denny Blanton,3423.384,483
JP-16135,Julie Prescott,3415.4200000000005,484
TZ-21580,Tracy Zic,3414.572,485
BP-11155,Becky Pak,3395.7220000000007,486
DK-12985,Darren Koutras,3374.08,487
MO-17800,Meg O'Connel,3374.0540000000005,488
RA-19945,Ryan Akin,3373.845,489
KE-16420,Katrina Edelman,3373.4623999999994,490
CA-12055,Cathy Armstrong,3359.448,491
CM-11815,Candace McMahon,3347.776,492
JP-15460,Jennifer Patt,3338.27,493
CM-12115,Chad McGuire,3323.22,494
CC-12475,Cindy Chapman,3318.8760000000007,495
EB-13975,Erica Bern,3286.5099999999998,496
AP-10720,Anne Pryor,3277.1080000000006,497
AZ-10750,Annie Zypern,3244.0360000000005,498
MS-17710,Maurice Satty,3226.804,499
TB-21250,Tim Brockman,3204.7520000000004,500
CR-12730,Craig Reiter,3201.0999999999995,501
AH-10195,Alan Haines,3174.9040000000005,502
BF-11215,Benjamin Farhat,3170.3239999999996,503
CK-12760,Cyma Kinney,3164.218000000001,504
MC-18130,Mike Caudle,3163.9959999999996,505
JL-15175,James Lanier,3143.0460000000003,506
KB-16315,Karl Braun,3138.9280000000003,507
GB-14530,George Bell,3136.8800000000006,508
ON-18715,Odella Nelson,3135.0400000000004,509
MV-17485,Mark Van Huff,3120.100000000001,510
MB-17305,Maria Bertelson,3097.4039999999995,511
BD-11620,Brian DeCherney,3076.22,512
CH-12070,Cathy Hwang,3074.4720000000007,513
BD-11725,Bruce Degenhardt,3053.0000000000005,514
BV-11245,Benjamin Venier,3046.546,515
KA-16525,Kelly Andreada,3039.0120000000006,516
AB-10600,Ann Blume,3031.7239999999997,517
JG-15805,John Grady,3014.036,518
DL-12865,Dan Lawera,3006.224,519
ZD-21925,Zuschuss Donatelli,2987.888,520
CM-12190,Charlotte Melton,2950.288,521
LE-16810,Laurel Elliston,2938.9000000000005,522
TB-21055,Ted Butterfield,2935.7619999999997,523
PN-18775,Parhena Norris,2934.3040000000005,524
RK-19300,Ralph Kennedy,2920.3840000000005,525
BN-11515,Bradley Nguyen,2918.6880000000015,526
DL-13315,Delfina Latchford,2916.516,527
PB-19150,Philip Brown,2913.9000000000005,528
AG-10525,Andy Gerbode,2910.076,529
RM-19375,Raymond Messe,2906.9480000000003,530
PK-18910,Paul Knutson,2882.304,531
TD-20995,Tamara Dahlen,2869.096,532
JW-16075,Julia West,2857.4619999999995,533
MB-18085,Mick Brown,2856.4619999999995,534
TT-21220,Thomas Thornton,2854.088,535
CA-12310,Christine Abelman,2843.9080000000004,536
RD-19720,Roger Demir,2839.474,537
NL-18310,Nancy Lomonaco,2836.18,538
JS-15595,Jill Stevenson,2835.308,539
PM-18940,Paul MacIntyre,2810.804,540
GA-14725,Guy Armstrong,2796.7640000000006,541
CR-12820,Cyra Reiten,2795.7448,542
NG-18430,Nathan Gelder,2791.8760000000007,543
JE-15475,Jeremy Ellison,2777.364,544
TB-21595,Troy Blackwell,2775.118,545
FG-14260,Frank Gastineau,2766.288000000001,546
DM-13525,Don Miller,2753.584,547
GH-14485,Gene Hale,2722.4880000000003,548
SB-20170,Sarah Bern,2696.04,549
LM-17065,Liz MacKendrick,2693.548,550
MG-17695,Maureen Gnade,2684.564,551
SJ-20215,Sarah Jordon,2682.072,552
BM-11785,Bryan Mills,2677.6839999999997,553
BF-11005,Barry Franz,2667.76,554
SS-20140,Saphhira Shifley,2648.056000000001,555
DM-12955,Dario Medina,2644.068,556
MT-18070,Michelle Tran,2638.8995999999997,557
SJ-20500,Shirley Jackson,2637.552,558
MM-17260,Magdelene Morse,2628.0460000000003,559
SP-20545,Sibella Parks,2612.1719999999996,560
MC-17575,Matt Collins,2607.7860000000005,561
EK-13795,Eileen Kiefer,2606.9559999999997,562
Co-12640,Corey-Lock,2600.1520000000005,563
DO-13435,Denny Ordway,2600.0630000000006,564
HR-14770,Hallie Redmond,2598.5759999999996,565
GR-14560,Georgia Rosenberg,2568.76,566
CS-11845,Cari Sayre,2557.908,567
PS-18970,Paul Stevenson,2557.278,568
SV-20815,Stuart Van,2542.1799999999994,569
DO-13645,Doug O'Connell,2534.6320000000005,570
CL-11890,Carl Ludwig,2524.0280000000002,571
LW-17125,Liz Willingham,2518.08,572
ME-18010,Michelle Ellison,2513.888000000001,573
GM-14500,Gene McClure,2511.364,574
SC-20680,Steve Carroll,2509.2799999999997,575
MH-17620,Matt Hagelstein,2505.6,576
ER-13855,Elpida Rittenbach,2491.576,577
TC-21475,Tony Chapman,2489.9519999999993,578
JW-15955,Joni Wasserman,2488.1719999999996,579
MG-17875,Michael Grace,2485.666,580
NP-18685,Nora Pelletier,2457.3960000000006,581
PJ-18835,Patrick Jones,2440.1800000000003,582
EH-14005,Erica Hernandez,2439.0600000000004,583
JL-15130,Jack Lebron,2429.9119999999994,584
CD-12280,Christina DeMoss,2411.168,585
MD-17860,Michael Dominguez,2409.82,586
DW-13585,Dorothy Wardle,2409.708,587
EB-14170,Evan Bailliet,2372.652,588
BP-11230,Benjamin Patterson,2362.9800000000005,589
DC-13285,Debra Catini,2349.2359999999994,590
AT-10435,Alyssa Tate,2343.6279999999997,591
