Customer_ID,Customer_Name,Order_ID,Sales,Row_Num
AA-10645,Anna Andreadi,CA-2016-147137,25.4,29
AA-10645,Anna Andreadi,CA-2016-147137,25.4,30
AA-10645,Anna Andreadi,CA-2017-157196,12.96,31
AA-10645,Anna Andreadi,CA-2017-157196,12.96,32
AA-10645,Anna Andreadi,CA-2014-143210,9.82,33
AA-10645,Anna Andreadi,CA-2014-143210,9.82,34
AA-10645,Anna Andreadi,CA-2016-131205,5.28,35
AA-10645,Anna Andreadi,CA-2016-131205,5.28,36
AB-10015,Aaron Bergman,CA-2016-140935,341.96,1
AB-10015,Aaron Bergman,CA-2016-140935,341.96,2
AB-10015,Aaron Bergman,CA-2014-156587,242.94,3
AB-10015,Aaron Bergman,CA-2014-156587,242.94,4
AB-10015,Aaron Bergman,CA-2016-140935,221.98,5
AB-10015,Aaron Bergman,CA-2016-140935,221.98,6
AB-10015,Aaron Bergman,CA-2014-156587,48.712,7
AB-10015,Aaron Bergman,CA-2014-156587,48.712,8
AB-10015,Aaron Bergman,CA-2014-156587,17.94,9
AB-10015,Aaron Bergman,CA-2014-156587,17.94,10
AB-10015,Aaron Bergman,CA-2014-152905,12.624,11
AB-10015,Aaron Bergman,CA-2014-152905,12.624,12
AB-10060,Adam Bellavance,CA-2016-129714,4355.168,1
AB-10060,Adam Bellavance,CA-2016-129714,4355.168,2
AB-10060,Adam Bellavance,CA-2017-107174,2036.86,3
AB-10060,Adam Bellavance,CA-2017-107174,2036.86,4
AB-10060,Adam Bellavance,CA-2017-107174,449.568,5
AB-10060,Adam Bellavance,CA-2017-107174,449.568,6
AB-10060,Adam Bellavance,CA-2017-118213,167.94,7
AB-10060,Adam Bellavance,CA-2017-118213,167.94,8
AB-10060,Adam Bellavance,US-2016-108637,160.32,9
AB-10060,Adam Bellavance,US-2016-108637,160.32,10
AB-10060,Adam Bellavance,US-2016-108637,127.88,11
AB-10060,Adam Bellavance,US-2016-108637,127.88,12
AB-10060,Adam Bellavance,CA-2017-107174,108.96,13
AB-10060,Adam Bellavance,CA-2017-107174,108.96,14
AB-10060,Adam Bellavance,CA-2017-159688,79.99,15
AB-10060,Adam Bellavance,CA-2017-159688,79.99,16
AB-10060,Adam Bellavance,CA-2017-118213,67.8,17
AB-10060,Adam Bellavance,CA-2017-118213,67.8,18
AB-10060,Adam Bellavance,CA-2016-129714,49.12,19
AB-10060,Adam Bellavance,CA-2016-129714,49.12,20
AB-10060,Adam Bellavance,US-2016-108637,46,21
AB-10060,Adam Bellavance,US-2016-108637,46,22
AB-10060,Adam Bellavance,CA-2016-161207,27.93,23
AB-10060,Adam Bellavance,CA-2016-161207,27.93,24
AB-10060,Adam Bellavance,CA-2016-129714,24.56,25
AB-10060,Adam Bellavance,CA-2016-129714,24.56,26
AB-10060,Adam Bellavance,CA-2017-134173,20.736,27
AB-10060,Adam Bellavance,CA-2017-134173,20.736,28
AB-10060,Adam Bellavance,CA-2015-150511,18.54,29
AB-10060,Adam Bellavance,CA-2015-150511,18.54,30
AB-10060,Adam Bellavance,CA-2016-129714,6.79,31
AB-10060,Adam Bellavance,CA-2016-129714,6.79,32
AB-10060,Adam Bellavance,CA-2017-118213,4.41,33
AB-10060,Adam Bellavance,CA-2017-118213,4.41,34
AB-10060,Adam Bellavance,CA-2016-129714,3.048,35
AB-10060,Adam Bellavance,CA-2016-129714,3.048,36
AB-10105,Adrian Barton,CA-2016-117121,9892.74,1
AB-10105,Adrian Barton,CA-2016-117121,9892.74,2
AB-10105,Adrian Barton,CA-2014-103100,1103.97,3
AB-10105,Adrian Barton,CA-2014-103100,1103.97,4
AB-10105,Adrian Barton,CA-2017-101042,821.88,5
AB-10105,Adrian Barton,CA-2017-101042,821.88,6
AB-10105,Adrian Barton,CA-2017-153822,471.92,7
AB-10105,Adrian Barton,CA-2017-153822,471.92,8
AB-10105,Adrian Barton,CA-2017-126788,470.376,9
AB-10105,Adrian Barton,CA-2017-126788,470.376,10
AB-10105,Adrian Barton,US-2016-122245,393.165,11
AB-10105,Adrian Barton,US-2016-122245,393.165,12
AB-10105,Adrian Barton,CA-2017-121643,344.704,13
AB-10105,Adrian Barton,CA-2017-121643,344.704,14
AB-10105,Adrian Barton,CA-2015-163181,287.91,15
AB-10105,Adrian Barton,CA-2015-163181,287.91,16
AB-10105,Adrian Barton,CA-2015-163181,177.648,17
AB-10105,Adrian Barton,CA-2015-163181,177.648,18
AB-10105,Adrian Barton,CA-2016-147431,117.96,19
AB-10105,Adrian Barton,CA-2016-147431,117.96,20
AB-10105,Adrian Barton,CA-2017-153822,89.584,21
AB-10105,Adrian Barton,CA-2017-153822,89.584,22
AB-10105,Adrian Barton,CA-2015-163181,84.784,23
AB-10105,Adrian Barton,CA-2015-163181,84.784,24
AB-10105,Adrian Barton,CA-2015-163181,64.96,25
AB-10105,Adrian Barton,CA-2015-163181,64.96,26
AB-10105,Adrian Barton,CA-2017-140781,39.816,27
AB-10105,Adrian Barton,CA-2017-140781,39.816,28
AB-10105,Adrian Barton,CA-2015-163181,32.06,29
AB-10105,Adrian Barton,CA-2015-163181,32.06,30
AB-10105,Adrian Barton,CA-2015-163181,23.64,31
AB-10105,Adrian Barton,CA-2015-163181,23.64,32
AB-10105,Adrian Barton,CA-2017-101042,21.96,33
AB-10105,Adrian Barton,CA-2017-101042,21.96,34
AB-10105,Adrian Barton,CA-2017-153822,18.18,35
AB-10105,Adrian Barton,CA-2017-153822,18.18,36
AB-10105,Adrian Barton,CA-2017-153822,12.624,37
AB-10105,Adrian Barton,CA-2017-153822,12.624,38
AB-10105,Adrian Barton,CA-2014-103100,3.69,39
AB-10105,Adrian Barton,CA-2014-103100,3.69,40
AB-10150,Aimee Bixby,CA-2014-169061,479.97,1
AB-10150,Aimee Bixby,CA-2014-169061,479.97,2
AB-10150,Aimee Bixby,CA-2017-158876,99.136,3
AB-10150,Aimee Bixby,CA-2017-158876,99.136,4
AB-10150,Aimee Bixby,CA-2014-169061,97.82,5
AB-10150,Aimee Bixby,CA-2014-169061,97.82,6
AB-10150,Aimee Bixby,CA-2017-120761,91.96,7
AB-10150,Aimee Bixby,CA-2017-120761,91.96,8
AB-10150,Aimee Bixby,CA-2014-169061,59.52,9
AB-10150,Aimee Bixby,CA-2014-169061,59.52,10
AB-10150,Aimee Bixby,CA-2014-169061,49.632,11
AB-10150,Aimee Bixby,CA-2014-169061,49.632,12
AB-10150,Aimee Bixby,CA-2014-169061,18.62,13
AB-10150,Aimee Bixby,CA-2014-169061,18.62,14
AB-10150,Aimee Bixby,CA-2017-158876,16.896,15
AB-10150,Aimee Bixby,CA-2017-158876,16.896,16
AB-10150,Aimee Bixby,CA-2017-158876,15.992,17
AB-10150,Aimee Bixby,CA-2017-158876,15.992,18
AB-10150,Aimee Bixby,CA-2016-147970,15.552,19
AB-10150,Aimee Bixby,CA-2016-147970,15.552,20
AB-10150,Aimee Bixby,CA-2015-168186,14.94,21
AB-10150,Aimee Bixby,CA-2015-168186,14.94,22
AB-10150,Aimee Bixby,CA-2017-158876,6.672,23
AB-10150,Aimee Bixby,CA-2017-158876,6.672,24
AB-10165,Alan Barnes,CA-2015-115945,304.23,1
AB-10165,Alan Barnes,CA-2015-115945,304.23,2
AB-10165,Alan Barnes,CA-2015-131534,166.24,3
AB-10165,Alan Barnes,CA-2015-131534,166.24,4
AB-10165,Alan Barnes,CA-2017-145737,163.96,5
AB-10165,Alan Barnes,CA-2017-145737,163.96,6
AB-10165,Alan Barnes,CA-2017-126634,94.2,7
AB-10165,Alan Barnes,CA-2017-126634,94.2,8
AB-10165,Alan Barnes,CA-2017-144932,89.856,9
AB-10165,Alan Barnes,CA-2017-144932,89.856,10
AB-10165,Alan Barnes,CA-2015-115945,88.752,11
AB-10165,Alan Barnes,CA-2015-115945,88.752,12
AB-10165,Alan Barnes,CA-2015-144043,46.688,13
AB-10165,Alan Barnes,CA-2015-144043,46.688,14
AB-10165,Alan Barnes,US-2014-139500,37.296,15
AB-10165,Alan Barnes,US-2014-139500,37.296,16
AB-10165,Alan Barnes,CA-2015-131534,33.4,17
AB-10165,Alan Barnes,CA-2015-131534,33.4,18
AB-10165,Alan Barnes,CA-2017-131212,24.816,19
AB-10165,Alan Barnes,CA-2017-131212,24.816,20
AB-10165,Alan Barnes,CA-2015-115945,20.96,21
AB-10165,Alan Barnes,CA-2015-115945,20.96,22
AB-10165,Alan Barnes,CA-2017-131212,14.976,23
AB-10165,Alan Barnes,CA-2017-131212,14.976,24
AB-10165,Alan Barnes,CA-2017-144932,14.592,25
AB-10165,Alan Barnes,CA-2017-144932,14.592,26
AB-10165,Alan Barnes,CA-2017-144932,13.872,27
AB-10165,Alan Barnes,CA-2017-144932,13.872,28
AB-10255,Alejandro Ballentine,CA-2017-126662,479.984,1
AB-10255,Alejandro Ballentine,CA-2017-126662,479.984,2
AB-10255,Alejandro Ballentine,CA-2017-155873,192.16,3
AB-10255,Alejandro Ballentine,CA-2017-155873,192.16,4
AB-10255,Alejandro Ballentine,CA-2015-142055,37.94,5
AB-10255,Alejandro Ballentine,CA-2015-142055,37.94,6
AB-10255,Alejandro Ballentine,CA-2015-110093,36.784,7
AB-10255,Alejandro Ballentine,CA-2015-110093,36.784,8
AB-10255,Alejandro Ballentine,CA-2017-127705,27.44,9
AB-10255,Alejandro Ballentine,CA-2017-127705,27.44,10
AB-10255,Alejandro Ballentine,CA-2014-122679,19.68,11
AB-10255,Alejandro Ballentine,CA-2014-122679,19.68,12
AB-10255,Alejandro Ballentine,CA-2017-155873,19.44,13
AB-10255,Alejandro Ballentine,CA-2017-155873,19.44,14
AB-10255,Alejandro Ballentine,CA-2016-151155,18.92,15
AB-10255,Alejandro Ballentine,CA-2016-151155,18.92,16
AB-10255,Alejandro Ballentine,CA-2016-151323,17.05,17
AB-10255,Alejandro Ballentine,CA-2016-151323,17.05,18
AB-10255,Alejandro Ballentine,CA-2017-155873,16.68,19
AB-10255,Alejandro Ballentine,CA-2017-155873,16.68,20
AB-10255,Alejandro Ballentine,CA-2015-110093,16.448,21
AB-10255,Alejandro Ballentine,CA-2015-110093,16.448,22
AB-10255,Alejandro Ballentine,CA-2016-151155,15.42,23
AB-10255,Alejandro Ballentine,CA-2016-151155,15.42,24
AB-10255,Alejandro Ballentine,US-2016-158708,13.616,25
AB-10255,Alejandro Ballentine,US-2016-158708,13.616,26
AB-10255,Alejandro Ballentine,CA-2017-127705,2.97,27
AB-10255,Alejandro Ballentine,CA-2017-127705,2.97,28
AB-10600,Ann Blume,US-2017-155425,899.136,1
AB-10600,Ann Blume,US-2017-155425,899.136,2
AB-10600,Ann Blume,US-2017-155425,239.952,3
AB-10600,Ann Blume,US-2017-155425,239.952,4
AB-10600,Ann Blume,US-2017-155425,201.584,5
AB-10600,Ann Blume,US-2017-155425,201.584,6
AB-10600,Ann Blume,US-2017-155425,95.994,7
AB-10600,Ann Blume,US-2017-155425,95.994,8
AB-10600,Ann Blume,US-2017-155425,38.388,9
AB-10600,Ann Blume,US-2017-155425,38.388,10
AB-10600,Ann Blume,CA-2015-158323,17.088,11
AB-10600,Ann Blume,CA-2015-158323,17.088,12
AB-10600,Ann Blume,CA-2014-115336,14.48,13
AB-10600,Ann Blume,CA-2014-115336,14.48,14
AB-10600,Ann Blume,CA-2015-111234,9.24,15
AB-10600,Ann Blume,CA-2015-111234,9.24,16
AC-10420,Alyssa Crouse,CA-2014-129924,698.352,1
AC-10420,Alyssa Crouse,CA-2014-129924,698.352,2
AC-10420,Alyssa Crouse,US-2017-158218,127.92,3
AC-10420,Alyssa Crouse,US-2017-158218,127.92,4
AC-10420,Alyssa Crouse,CA-2016-144400,57.576,5
AC-10420,Alyssa Crouse,CA-2016-144400,57.576,6
AC-10420,Alyssa Crouse,US-2017-158218,34.24,7
AC-10420,Alyssa Crouse,US-2017-158218,34.24,8
AC-10420,Alyssa Crouse,CA-2014-129924,7.712,9
AC-10420,Alyssa Crouse,CA-2014-129924,7.712,10
AC-10450,Amy Cox,CA-2017-141789,1793.98,1
AC-10450,Amy Cox,CA-2017-141789,1793.98,2
AC-10450,Amy Cox,CA-2017-158729,1665.62,3
AC-10450,Amy Cox,CA-2017-158729,1665.62,4
AC-10450,Amy Cox,CA-2016-163573,1219.96,5
AC-10450,Amy Cox,CA-2016-163573,1219.96,6
AC-10450,Amy Cox,US-2014-167262,742.336,7
AC-10450,Amy Cox,US-2014-167262,742.336,8
AC-10450,Amy Cox,CA-2015-164441,52.272,9
AC-10450,Amy Cox,CA-2015-164441,52.272,10
AC-10450,Amy Cox,CA-2015-164441,17.94,11
AC-10450,Amy Cox,CA-2015-164441,17.94,12
AC-10450,Amy Cox,CA-2016-116232,16.56,13
AC-10450,Amy Cox,CA-2016-116232,16.56,14
AC-10450,Amy Cox,US-2015-106495,11.672,15
AC-10450,Amy Cox,US-2015-106495,11.672,16
AC-10450,Amy Cox,CA-2016-116232,7.506,17
AC-10450,Amy Cox,CA-2016-116232,7.506,18
AC-10615,Ann Chong,CA-2017-157987,1282.41,1
AC-10615,Ann Chong,CA-2017-157987,1282.41,2
AC-10615,Ann Chong,CA-2017-157987,254.526,3
AC-10615,Ann Chong,CA-2017-157987,254.526,4
AC-10615,Ann Chong,CA-2017-157987,238,5
AC-10615,Ann Chong,CA-2017-157987,238,6
AC-10615,Ann Chong,CA-2017-157987,197.97,7
AC-10615,Ann Chong,CA-2017-157987,197.97,8
AC-10615,Ann Chong,CA-2017-157987,167.97,9
AC-10615,Ann Chong,CA-2017-157987,167.97,10
AC-10615,Ann Chong,CA-2015-100734,147.184,11
AC-10615,Ann Chong,CA-2015-100734,147.184,12
AC-10615,Ann Chong,CA-2017-136007,71.96,13
AC-10615,Ann Chong,CA-2017-136007,71.96,14
AC-10615,Ann Chong,CA-2017-169411,37.93,15
AC-10615,Ann Chong,CA-2017-169411,37.93,16
AC-10615,Ann Chong,CA-2017-157987,26.432,17
AC-10615,Ann Chong,CA-2017-157987,26.432,18
AC-10615,Ann Chong,CA-2017-157987,23.1,19
AC-10615,Ann Chong,CA-2017-157987,23.1,20
AC-10615,Ann Chong,CA-2017-157987,18.9,21
AC-10615,Ann Chong,CA-2017-157987,18.9,22
AC-10615,Ann Chong,CA-2017-157987,17.12,23
AC-10615,Ann Chong,CA-2017-157987,17.12,24
AC-10615,Ann Chong,CA-2017-157987,12.98,25
AC-10615,Ann Chong,CA-2017-157987,12.98,26
AC-10615,Ann Chong,CA-2017-101637,12.768,27
AC-10615,Ann Chong,CA-2017-101637,12.768,28
AC-10615,Ann Chong,CA-2017-157987,11.54,29
AC-10615,Ann Chong,CA-2017-157987,11.54,30
AC-10615,Ann Chong,CA-2017-136007,8.4,31
AC-10615,Ann Chong,CA-2017-136007,8.4,32
AC-10615,Ann Chong,CA-2017-157987,4.92,33
AC-10615,Ann Chong,CA-2017-157987,4.92,34
AC-10615,Ann Chong,CA-2015-100734,3.576,35
AC-10615,Ann Chong,CA-2015-100734,3.576,36
AC-10660,Anna Chung,CA-2016-161928,201.584,1
AC-10660,Anna Chung,CA-2016-161928,201.584,2
AC-10660,Anna Chung,US-2014-122021,183.372,3
AC-10660,Anna Chung,US-2014-122021,183.372,4
AC-10660,Anna Chung,CA-2017-135650,143.728,5
AC-10660,Anna Chung,CA-2017-135650,143.728,6
AC-10660,Anna Chung,CA-2016-134544,84.784,7
AC-10660,Anna Chung,CA-2016-134544,84.784,8
AC-10660,Anna Chung,CA-2016-158617,35.88,9
AC-10660,Anna Chung,CA-2016-158617,35.88,10
AC-10660,Anna Chung,US-2014-122021,7.968,11
AC-10660,Anna Chung,US-2014-122021,7.968,12
AD-10180,Alan Dominguez,CA-2017-127432,2999.95,1
AD-10180,Alan Dominguez,CA-2017-127432,2999.95,2
AD-10180,Alan Dominguez,CA-2017-127432,1126.02,3
AD-10180,Alan Dominguez,CA-2017-127432,1126.02,4
AD-10180,Alan Dominguez,CA-2017-143245,897.15,5
AD-10180,Alan Dominguez,CA-2017-143245,897.15,6
AD-10180,Alan Dominguez,US-2014-152030,600.558,7
AD-10180,Alan Dominguez,US-2014-152030,600.558,8
AD-10180,Alan Dominguez,CA-2017-160416,163.96,9
AD-10180,Alan Dominguez,US-2017-136784,163.96,10
AD-10180,Alan Dominguez,CA-2017-160416,163.96,11
AD-10180,Alan Dominguez,US-2017-136784,163.96,12
AD-10180,Alan Dominguez,CA-2017-127432,51.45,13
AD-10180,Alan Dominguez,CA-2017-127432,51.45,14
AD-10180,Alan Dominguez,CA-2015-120439,51.072,15
AD-10180,Alan Dominguez,CA-2015-120439,51.072,16
AD-10180,Alan Dominguez,CA-2017-143245,19.44,17
AD-10180,Alan Dominguez,CA-2017-143245,19.44,18
AD-10180,Alan Dominguez,CA-2015-124268,15.48,19
AD-10180,Alan Dominguez,CA-2015-124268,15.48,20
AD-10180,Alan Dominguez,CA-2017-127432,11.96,21
AD-10180,Alan Dominguez,CA-2017-127432,11.96,22
AD-10180,Alan Dominguez,CA-2014-128062,5.88,23
AD-10180,Alan Dominguez,CA-2014-128062,5.88,24
AF-10870,Art Ferguson,CA-2016-146934,662.84,1
AF-10870,Art Ferguson,CA-2016-146934,662.84,2
AF-10870,Art Ferguson,CA-2016-146934,345,3
AF-10870,Art Ferguson,CA-2016-146934,345,4
AF-10870,Art Ferguson,CA-2016-146934,257.98,5
AF-10870,Art Ferguson,CA-2016-146934,257.98,6
AF-10870,Art Ferguson,US-2017-139969,233.058,7
AF-10870,Art Ferguson,US-2017-139969,233.058,8
AF-10870,Art Ferguson,CA-2016-146934,174.286,9
AF-10870,Art Ferguson,CA-2016-146934,174.286,10
AF-10870,Art Ferguson,CA-2016-146934,95.1,11
AF-10870,Art Ferguson,CA-2016-146934,95.1,12
AF-10870,Art Ferguson,CA-2017-125269,72.784,13
AF-10870,Art Ferguson,CA-2017-125269,72.784,14
AF-10870,Art Ferguson,CA-2016-126270,71.97,15
AF-10870,Art Ferguson,CA-2016-126270,71.97,16
AF-10870,Art Ferguson,CA-2017-167871,44.384,17
AF-10870,Art Ferguson,CA-2017-167871,44.384,18
AF-10870,Art Ferguson,CA-2016-146934,26.88,19
AF-10870,Art Ferguson,CA-2016-146934,26.88,20
AF-10870,Art Ferguson,CA-2016-139234,26.176,21
AF-10870,Art Ferguson,CA-2016-139234,26.176,22
AF-10870,Art Ferguson,CA-2016-126270,18.088,23
AF-10870,Art Ferguson,CA-2016-126270,18.088,24
AF-10870,Art Ferguson,CA-2017-125269,10.43,25
AF-10870,Art Ferguson,CA-2017-125269,10.43,26
AF-10870,Art Ferguson,CA-2015-168634,7.78,27
AF-10870,Art Ferguson,CA-2015-168634,7.78,28
AF-10870,Art Ferguson,CA-2016-139234,3.208,29
AF-10870,Art Ferguson,CA-2016-139234,3.208,30
AF-10870,Art Ferguson,CA-2017-167871,2.944,31
AF-10870,Art Ferguson,CA-2017-167871,2.944,32
AF-10885,Art Foster,CA-2014-114181,349.965,1
AF-10885,Art Foster,CA-2014-114181,349.965,2
AF-10885,Art Foster,CA-2015-114300,287.94,3
AF-10885,Art Foster,CA-2015-114300,287.94,4
AF-10885,Art Foster,CA-2015-114300,83.72,5
AF-10885,Art Foster,CA-2015-114300,83.72,6
AF-10885,Art Foster,CA-2014-103702,63.924,7
AF-10885,Art Foster,CA-2014-103702,63.924,8
AF-10885,Art Foster,CA-2016-115588,38.976,9
AF-10885,Art Foster,CA-2016-115588,38.976,10
AF-10885,Art Foster,CA-2014-114181,22.32,11
AF-10885,Art Foster,CA-2014-114181,22.32,12
AF-10885,Art Foster,CA-2016-115588,14.72,13
AF-10885,Art Foster,CA-2016-115588,14.72,14
AG-10270,Alejandro Grove,CA-2016-105732,1336.44,1
AG-10270,Alejandro Grove,CA-2016-105732,1336.44,2
AG-10270,Alejandro Grove,CA-2016-105732,378,3
AG-10270,Alejandro Grove,CA-2016-105732,378,4
AG-10270,Alejandro Grove,CA-2016-105732,373.08,5
AG-10270,Alejandro Grove,CA-2016-105732,373.08,6
AG-10270,Alejandro Grove,CA-2016-105732,149.95,7
AG-10270,Alejandro Grove,CA-2016-105732,149.95,8
AG-10270,Alejandro Grove,CA-2014-103058,99.98,9
AG-10270,Alejandro Grove,CA-2014-103058,99.98,10
AG-10270,Alejandro Grove,CA-2014-167164,55.5,11
AG-10270,Alejandro Grove,CA-2014-167164,55.5,12
AG-10270,Alejandro Grove,CA-2016-105732,40.74,13
AG-10270,Alejandro Grove,CA-2016-105732,40.74,14
AG-10270,Alejandro Grove,CA-2015-153738,37.68,15
AG-10270,Alejandro Grove,CA-2015-153738,37.68,16
AG-10270,Alejandro Grove,CA-2016-105732,29.97,17
AG-10270,Alejandro Grove,CA-2016-105732,29.97,18
AG-10270,Alejandro Grove,CA-2016-105732,17.64,19
AG-10270,Alejandro Grove,CA-2016-105732,17.64,20
AG-10270,Alejandro Grove,CA-2016-105732,17.61,21
AG-10270,Alejandro Grove,CA-2016-105732,17.61,22
AG-10270,Alejandro Grove,CA-2016-105732,16.9,23
AG-10270,Alejandro Grove,CA-2016-105732,16.9,24
AG-10270,Alejandro Grove,CA-2017-139416,15.008,25
AG-10270,Alejandro Grove,CA-2017-139416,15.008,26
AG-10270,Alejandro Grove,CA-2016-105732,14.4,27
AG-10270,Alejandro Grove,CA-2016-105732,14.4,28
AG-10300,Aleksandra Gannaway,CA-2014-147298,230.28,1
AG-10300,Aleksandra Gannaway,CA-2014-147298,230.28,2
AG-10300,Aleksandra Gannaway,CA-2016-143749,81.94,3
AG-10300,Aleksandra Gannaway,CA-2016-143749,81.94,4
AG-10300,Aleksandra Gannaway,CA-2015-166800,31.08,5
AG-10300,Aleksandra Gannaway,CA-2015-166800,31.08,6
AG-10300,Aleksandra Gannaway,CA-2014-147298,18.288,7
